serie,ano,regiao,tipo_localizacao,tipo_escola,percentual_aprovacao,percentual_reprovacao,percentual_abandono
EF2,2014,SE,T,FE,90.3,9.6,0.1
EF2,2014,SE,T,ES,89.4,8.1,2.5
EF2,2014,SE,R,TO,88.8,9.1,2.1
EF2,2014,SE,R,PU,88.7,9.2,2.1
EF2,2014,SE,R,PR,92,6.9,1.1
EF2,2014,SE,R,MU,87.4,10.5,2.1
EF2,2014,SE,R,FE,,,
EF2,2014,SE,R,ES,90.7,7.2,2.1
EF2,2014,SE,U,TO,89.1,8.9,2
EF2,2014,SE,U,PU,87.9,9.7,2.4
EF2,2014,SE,U,PR,94.8,5.1,0.1
EF2,2014,SE,U,MU,85.1,12.5,2.4
EF2,2014,SE,U,FE,90.3,9.6,0.1
EF2,2014,SE,U,ES,89.4,8.1,2.5
EF2,2014,S,T,TO,84.2,13.6,2.2
EF2,2014,S,T,PU,82.8,14.7,2.5
EF2,2014,S,T,PR,95.9,4.1,0
EF2,2014,S,T,MU,84.4,13.7,1.9
EF2,2014,S,T,FE,92.6,7.4,0
EF2,2014,S,T,ES,82.2,15.1,2.7
EF2,2014,S,R,TO,87.8,10,2.2
EF2,2014,S,R,PU,87.8,10,2.2
EF2,2014,S,R,PR,91.6,8.1,0.3
EF2,2014,S,R,MU,87.2,11.1,1.7
EF2,2014,S,R,FE,,,
EF2,2014,S,R,ES,88.3,9.1,2.6
EF2,2014,S,U,TO,83.9,13.8,2.3
EF2,2014,S,U,PU,82.4,15.1,2.5
EF2,2014,S,U,PR,95.9,4,0.1
EF2,2014,S,U,MU,84,14.1,1.9
EF2,2014,S,U,FE,92.6,7.4,0
EF2,2014,S,U,ES,81.7,15.5,2.8
EF2,2014,CO,T,TO,88,9.6,2.4
EF2,2014,CO,T,PU,86.5,10.6,2.9
EF2,2014,CO,T,PR,95.8,4,0.2
EF2,2014,CO,T,MU,88.3,9.1,2.6
EF2,2014,CO,T,FE,91.6,8.3,0.1
EF2,2014,CO,T,ES,85.8,11.3,2.9
EF2,2014,CO,R,TO,88.4,8.2,3.4
EF2,2014,CO,R,PU,88.2,8.3,3.5
EF2,2014,CO,R,PR,97.8,2.2,0
EF2,2014,CO,R,MU,87.5,8.5,4
EF2,2014,CO,R,FE,,,
EF2,2014,CO,R,ES,89.4,8,2.6
EF2,2014,CO,U,TO,88,9.7,2.3
EF2,2014,CO,U,PU,86.4,10.9,2.7
EF2,2014,CO,U,PR,95.8,4,0.2
EF2,2014,CO,U,MU,88.4,9.3,2.3
EF2,2014,CO,U,FE,91.6,8.3,0.1
EF2,2014,CO,U,ES,85.6,11.5,2.9
EM,2014,N,T,TO,75.7,11.2,13.1
EM,2014,N,T,PU,74.1,11.7,14.2
EM,2014,N,T,PR,94.7,4.7,0.6
EM,2014,N,T,MU,75.8,18.7,5.5
EM,2014,N,T,FE,81.6,15.2,3.2
EM,2014,N,T,ES,73.9,11.6,14.5
EM,2014,N,R,TO,79.5,7.5,13
EM,2014,N,R,PU,79.1,7.6,13.3
EM,2014,N,R,PR,91.1,3.6,5.3
EM,2014,N,R,MU,90.9,0.6,8.5
EM,2014,N,R,FE,85.1,12.4,2.5
EM,2014,N,R,ES,78.9,7.5,13.6
EM,2014,N,U,TO,75.2,11.6,13.2
EM,2014,N,U,PU,73.5,12.2,14.3
EM,2014,N,U,PR,94.8,4.7,0.5
EM,2014,N,U,MU,64.9,31.8,3.3
EM,2014,N,U,FE,81,15.7,3.3
EM,2014,N,U,ES,73.4,12.1,14.5
EM,2014,NE,T,TO,79.1,11.6,9.3
EM,2014,NE,T,PU,77.3,12.4,10.3
EM,2014,NE,T,PR,93.6,5.6,0.8
EM,2014,NE,T,MU,77.6,6.7,15.7
EM,2014,NE,T,FE,82.3,14.6,3.1
EM,2014,NE,T,ES,77.2,12.4,10.4
EM,2014,NE,R,TO,80.7,9.1,10.2
EM,2014,NE,R,PU,80.3,9.3,10.4
EM,2014,NE,R,PR,89.3,4.9,5.8
EM,2014,NE,R,MU,78.6,7.1,14.3
EM,2014,NE,R,FE,85.2,11.7,3.1
EM,2014,NE,R,ES,80.2,9.3,10.5
EM,2014,NE,U,TO,79,11.8,9.2
EM,2014,NE,U,PU,77.1,12.6,10.3
EM,2014,NE,U,PR,93.7,5.6,0.7
EM,2014,NE,U,MU,76.8,6.4,16.8
EM,2014,NE,U,FE,82,14.9,3.1
EM,2014,NE,U,ES,77,12.6,10.4
EM,2014,SE,T,TO,83.1,11.6,5.3
EM,2014,SE,T,PU,81.2,12.6,6.2
EM,2014,SE,T,PR,94,5.7,0.3
EM,2014,SE,T,MU,85.2,11.7,3.1
EM,2014,SE,T,FE,86.1,12.6,1.3
EM,2014,SE,T,ES,81.1,12.6,6.3
EM,2014,SE,R,TO,89.9,6.6,3.5
EM,2014,SE,R,PU,89.7,6.7,3.6
EM,2014,SE,R,PR,93.5,4.7,1.8
EM,2014,SE,R,MU,86.4,9.4,4.2
EM,2014,SE,R,FE,86.3,12.2,1.5
EM,2014,SE,R,ES,90.1,6.1,3.8
EM,2014,SE,U,TO,83,11.7,5.3
EM,2014,SE,U,PU,81.1,12.7,6.2
EM,2014,SE,U,PR,94,5.7,0.3
EM,2014,SE,U,MU,85.2,11.8,3
EM,2014,SE,U,FE,86.1,12.7,1.2
EM,2014,SE,U,ES,81,12.7,6.3
EM,2014,S,T,TO,78.9,13.9,7.2
EM,2014,S,T,PU,76.7,15.2,8.1
EM,2014,S,T,PR,94.6,5,0.4
EM,2014,S,T,MU,70.4,16.8,12.8
EM,2014,S,T,FE,86.9,10.3,2.8
EM,2014,S,T,ES,76.5,15.3,8.2
EM,2014,S,R,TO,84.9,8.8,6.3
EM,2014,S,R,PU,84.7,8.9,6.4
EM,2014,S,R,PR,91.2,7.1,1.7
EM,2014,S,R,MU,82.3,11.5,6.2
EM,2014,S,R,FE,84.5,11.3,4.2
EM,2014,S,R,ES,84.8,8.6,6.6
EM,2014,S,U,TO,78.7,14.1,7.2
EM,2014,S,U,PU,76.4,15.5,8.1
EM,2014,S,U,PR,94.7,5,0.3
EM,2014,S,U,MU,69,17.5,13.5
EM,2014,S,U,FE,87.3,10.2,2.5
EM,2014,S,U,ES,76.2,15.6,8.2
EM,2014,CO,T,TO,77.4,14.8,7.8
EM,2014,CO,T,PU,74.6,16.4,9
EM,2014,CO,T,PR,94.5,5,0.5
EM,2014,CO,T,MU,87,10.1,2.9
EM,2014,CO,T,FE,86.7,11.3,2
EM,2014,CO,T,ES,74.3,16.6,9.1
EM,2014,CO,R,TO,78.3,13.5,8.2
EM,2014,CO,R,PU,77.6,13.9,8.5
EM,2014,CO,R,PR,94,4.7,1.3
EM,2014,CO,R,MU,89.2,4.9,5.9
EM,2014,CO,R,FE,83.4,13.5,3.1
EM,2014,CO,R,ES,76.7,14.1,9.2
EM,2014,CO,U,TO,77.4,14.9,7.7
EM,2014,CO,U,PU,74.4,16.6,9
EM,2014,CO,U,PR,94.5,5.1,0.4
EM,2014,CO,U,MU,85.5,13.6,0.9
EM,2014,CO,U,FE,87.9,10.6,1.5
EM,2014,CO,U,ES,74.1,16.7,9.2
EF1,2013,N,T,TO,88.6,8.8,2.6
EF1,2013,N,T,PU,87.8,9.4,2.8
EF1,2013,N,T,PR,98.1,1.5,0.4
EF1,2013,N,T,MU,87,10,3
EF1,2013,N,T,FE,95.3,4.7,0
EF1,2013,N,T,ES,90.7,7.4,1.9
EF1,2013,N,R,TO,83.9,11.8,4.3
EF1,2013,N,R,PU,83.8,11.8,4.4
EF1,2013,N,R,PR,90.1,8.4,1.5
EF1,2013,N,R,MU,83.7,11.9,4.4
EF1,2013,N,R,FE,,,
EF1,2013,N,R,ES,85.4,10.9,3.7
EF1,2013,N,U,TO,90.8,7.5,1.7
EF1,2013,N,U,PU,89.9,8.2,1.9
EF1,2013,N,U,PR,98.2,1.5,0.3
EF1,2013,N,U,MU,89.2,8.7,2.1
EF1,2013,N,U,FE,95.3,4.7,0
EF1,2013,N,U,ES,91.6,6.8,1.6
EF1,2013,NE,T,TO,89.6,8.3,2.1
EF1,2013,NE,T,PU,88,9.6,2.4
EF1,2013,NE,T,PR,97.3,2.3,0.4
EF1,2013,NE,T,MU,88.1,9.5,2.4
EF1,2013,NE,T,FE,97.8,1.9,0.3
EF1,2013,NE,T,ES,85.7,10.9,3.4
EF1,2013,NE,R,TO,88.4,9.4,2.2
EF1,2013,NE,R,PU,88.3,9.5,2.2
EF1,2013,NE,R,PR,95,4.2,0.8
EF1,2013,NE,R,MU,88.4,9.4,2.2
EF1,2013,NE,R,FE,90.4,7.7,1.9
EF1,2013,NE,R,ES,83.7,11.7,4.6
EF1,2013,NE,U,TO,90.2,7.8,2
EF1,2013,NE,U,PU,87.8,9.6,2.6
EF1,2013,NE,U,PR,97.3,2.3,0.4
EF1,2013,NE,U,MU,87.9,9.6,2.5
EF1,2013,NE,U,FE,99,1,0
EF1,2013,NE,U,ES,86.1,10.8,3.1
EF1,2013,SE,T,TO,95.7,3.9,0.4
EF1,2013,SE,T,PU,95.1,4.4,0.5
EF1,2013,SE,T,PR,97.8,2,0.2
EF1,2013,SE,T,MU,94.1,5.4,0.5
EF1,2013,SE,T,FE,95.2,4.6,0.2
EF1,2013,SE,T,ES,98.4,1.2,0.4
EF1,2013,SE,R,TO,94.1,5.3,0.6
EF1,2013,SE,R,PU,94.1,5.3,0.6
EF1,2013,SE,R,PR,96.1,3.5,0.4
EF1,2013,SE,R,MU,93.7,5.8,0.5
EF1,2013,SE,R,FE,,,
EF1,2013,SE,R,ES,97.8,1.7,0.5
EF1,2013,SE,U,TO,95.8,3.8,0.4
EF1,2013,SE,U,PU,95.2,4.3,0.5
EF1,2013,SE,U,PR,97.8,2,0.2
EF1,2013,SE,U,MU,94.2,5.3,0.5
EF1,2013,SE,U,FE,95.2,4.6,0.2
EF1,2013,SE,U,ES,98.4,1.1,0.5
EF1,2013,S,T,TO,94.4,5.4,0.2
EF1,2013,S,T,PU,93.8,5.9,0.3
EF1,2013,S,T,PR,98.5,1.4,0.1
EF1,2013,S,T,MU,94,5.7,0.3
EF1,2013,S,T,FE,98.4,1.6,0
EF1,2013,S,T,ES,93.1,6.5,0.4
EF1,2013,S,R,TO,94.1,5.5,0.4
EF1,2013,S,R,PU,94.1,5.5,0.4
EF1,2013,S,R,PR,97.2,1.9,0.9
EF1,2013,S,R,MU,94.3,5.4,0.3
EF1,2013,S,R,FE,,,
EF1,2013,S,R,ES,93.2,6,0.8
EF1,2013,S,U,TO,94.4,5.3,0.3
EF1,2013,S,U,PU,93.7,6,0.3
EF1,2013,S,U,PR,98.5,1.4,0.1
EF1,2013,S,U,MU,93.9,5.8,0.3
EF1,2013,S,U,FE,98.4,1.6,0
EF1,2013,S,U,ES,93.1,6.5,0.4
EF1,2013,CO,T,TO,94.7,4.7,0.6
EF1,2013,CO,T,PU,93.9,5.4,0.7
EF1,2013,CO,T,PR,98.9,1,0.1
EF1,2013,CO,T,MU,93.7,5.5,0.8
EF1,2013,CO,T,FE,91.2,8.8,0
EF1,2013,CO,T,ES,94.2,5.4,0.4
EF1,2013,CO,R,TO,92,6.7,1.3
EF1,2013,CO,R,PU,91.9,6.8,1.3
EF1,2013,CO,R,PR,98,1.7,0.3
EF1,2013,CO,R,MU,91.1,7.3,1.6
EF1,2013,CO,R,FE,,,
EF1,2013,CO,R,ES,94.5,5,0.5
EF1,2013,CO,U,TO,95,4.5,0.5
EF1,2013,CO,U,PU,94.1,5.3,0.6
EF1,2013,CO,U,PR,98.9,1,0.1
EF1,2013,CO,U,MU,94.1,5.2,0.7
EF1,2013,CO,U,FE,91.2,8.8,0
EF1,2013,CO,U,ES,94.1,5.4,0.5
EF2,2013,N,T,TO,81.7,12.4,2.6
EF2,2013,N,T,PU,80.6,13,2.8
EF2,2013,N,T,PR,94.9,4.8,0.4
EF2,2013,N,T,MU,80.8,12.1,3
EF2,2013,N,T,FE,86.1,13.9,0
EF2,2013,N,T,ES,80.4,13.9,1.9
EF2,2013,N,R,TO,82.4,9.6,4.3
EF2,2013,N,R,PU,82.3,9.6,4.4
EF2,2013,N,R,PR,91.8,6.1,1.5
EF2,2013,N,R,MU,82.3,9.3,4.4
EF2,2013,N,R,FE,,,
EF2,2013,N,R,ES,82.3,10.5,3.7
EF2,2013,N,U,TO,81.5,13.2,1.7
EF2,2013,N,U,PU,80.1,14.1,1.9
EF2,2013,N,U,PR,94.9,4.8,0.3
EF2,2013,N,U,MU,79.9,13.9,2.1
EF2,2013,N,U,FE,86.1,13.9,0
EF2,2013,N,U,ES,80.2,14.3,1.6
EF2,2013,NE,T,TO,79.6,14.7,2.1
EF2,2013,NE,T,PU,77.5,16.1,2.4
EF2,2013,NE,T,PR,93.7,5.9,0.4
EF2,2013,NE,T,MU,78.4,15.2,2.4
EF2,2013,NE,T,FE,90.9,8.9,0.3
EF2,2013,NE,T,ES,75.2,18.5,3.4
EF2,2013,NE,R,TO,80.9,12.9,2.2
EF2,2013,NE,R,PU,80.8,13,2.2
EF2,2013,NE,R,PR,91.4,6.4,0.8
EF2,2013,NE,R,MU,80.9,12.9,2.2
EF2,2013,NE,R,FE,97.9,2.1,1.9
EF2,2013,NE,R,ES,80.1,13.8,4.6
EF2,2013,NE,U,TO,79.3,15.2,2
EF2,2013,NE,U,PU,76.5,17,2.6
EF2,2013,NE,U,PR,93.7,5.9,0.4
EF2,2013,NE,U,MU,77.2,16.2,2.5
EF2,2013,NE,U,FE,90.7,9.1,0
EF2,2013,NE,U,ES,75,18.7,3.1
EF2,2013,SE,T,TO,89.9,8,0.4
EF2,2013,SE,T,PU,89,8.6,0.5
EF2,2013,SE,T,PR,94.7,5.2,0.2
EF2,2013,SE,T,MU,86.6,11.2,0.5
EF2,2013,SE,T,FE,90.1,9.7,0.2
EF2,2013,SE,T,ES,90.4,7.1,0.4
EF2,2013,SE,R,TO,89.3,8.5,0.6
EF2,2013,SE,R,PU,89.2,8.6,0.6
EF2,2013,SE,R,PR,94,5.4,0.4
EF2,2013,SE,R,MU,87.5,10.4,0.5
EF2,2013,SE,R,FE,,,
EF2,2013,SE,R,ES,91.5,6.2,0.5
EF2,2013,SE,U,TO,90,8,0.4
EF2,2013,SE,U,PU,89,8.6,0.5
EF2,2013,SE,U,PR,94.7,5.2,0.2
EF2,2013,SE,U,MU,86.6,11.3,0.5
EF2,2013,SE,U,FE,90.1,9.7,0.2
EF2,2013,SE,U,ES,90.3,7.1,0.5
EF2,2013,S,T,TO,83.6,14.1,0.2
EF2,2013,S,T,PU,82.2,15.3,0.3
EF2,2013,S,T,PR,95.8,4.1,0.1
EF2,2013,S,T,MU,83.8,14.4,0.3
EF2,2013,S,T,FE,90.5,9.5,0
EF2,2013,S,T,ES,81.6,15.7,0.4
EF2,2013,S,R,TO,87,10.8,0.4
EF2,2013,S,R,PU,86.9,10.8,0.4
EF2,2013,S,R,PR,91.3,8.6,0.9
EF2,2013,S,R,MU,86.6,11.5,0.3
EF2,2013,S,R,FE,,,
EF2,2013,S,R,ES,87.2,10.2,0.8
EF2,2013,S,U,TO,83.3,14.4,0.3
EF2,2013,S,U,PU,81.8,15.7,0.3
EF2,2013,S,U,PR,95.8,4.1,0.1
EF2,2013,S,U,MU,83.4,14.8,0.3
EF2,2013,S,U,FE,90.5,9.5,0
EF2,2013,S,U,ES,81.2,16.1,0.4
EF2,2013,CO,T,TO,88.5,9.1,0.6
EF2,2013,CO,T,PU,87.2,10,0.7
EF2,2013,CO,T,PR,95.8,4,0.1
EF2,2013,CO,T,MU,87.5,9.7,0.8
EF2,2013,CO,T,FE,92.5,7.5,0
EF2,2013,CO,T,ES,87,10.1,0.4
EF2,2013,CO,R,TO,88.9,7.7,1.3
EF2,2013,CO,R,PU,88.7,7.8,1.3
EF2,2013,CO,R,PR,98.2,1.8,0.3
EF2,2013,CO,R,MU,87.8,8.1,1.6
EF2,2013,CO,R,FE,,,
EF2,2013,CO,R,ES,90.2,7.5,0.5
EF2,2013,CO,U,TO,88.5,9.2,0.5
EF2,2013,CO,U,PU,87,10.2,0.6
EF2,2013,CO,U,PR,95.8,4,0.1
EF2,2013,CO,U,MU,87.5,10,0.7
EF2,2013,CO,U,FE,92.5,7.5,0
EF2,2013,CO,U,ES,86.8,10.2,0.5
EM,2013,N,T,TO,75.4,11.2,13.4
EM,2013,N,T,PU,73.9,11.7,14.4
EM,2013,N,T,PR,94.2,5,0.8
EM,2013,N,T,MU,78.2,20,1.8
EM,2013,N,T,FE,83.3,13.4,3.3
EM,2013,N,T,ES,73.7,11.7,14.6
EM,2013,N,R,TO,80,7.3,12.7
EM,2013,N,R,PU,79.7,7.4,12.9
EM,2013,N,R,PR,91.8,3.1,5.1
EM,2013,N,R,MU,93.3,3.6,3.1
EM,2013,N,R,FE,85.4,13.9,0.7
EM,2013,N,R,ES,79.5,7.2,13.3
EM,2013,N,U,TO,74.9,11.6,13.5
EM,2013,N,U,PU,73.2,12.2,14.6
EM,2013,N,U,PR,94.3,5.1,0.6
EM,2013,N,U,MU,56.5,43.5,0
EM,2013,N,U,FE,82.9,13.3,3.8
EM,2013,N,U,ES,73,12.2,14.8
EM,2013,NE,T,TO,79.3,11,9.7
EM,2013,NE,T,PU,77.6,11.6,10.8
EM,2013,NE,T,PR,93.4,5.7,0.9
EM,2013,NE,T,MU,78.4,6.1,15.5
EM,2013,NE,T,FE,80.7,15.6,3.7
EM,2013,NE,T,ES,77.5,11.6,10.9
EM,2013,NE,R,TO,80.7,8.4,10.9
EM,2013,NE,R,PU,80.4,8.6,11
EM,2013,NE,R,PR,89.7,3.6,6.7
EM,2013,NE,R,MU,82,5.8,12.2
EM,2013,NE,R,FE,84.3,10.4,5.3
EM,2013,NE,R,ES,80,8.6,11.4
EM,2013,NE,U,TO,79.3,11.1,9.6
EM,2013,NE,U,PU,77.4,11.8,10.8
EM,2013,NE,U,PR,93.5,5.8,0.7
EM,2013,NE,U,MU,75.8,6.3,17.9
EM,2013,NE,U,FE,80.1,16.4,3.5
EM,2013,NE,U,ES,77.4,11.7,10.9
EM,2013,SE,T,TO,82.6,11.5,5.9
EM,2013,SE,T,PU,80.7,12.4,6.9
EM,2013,SE,T,PR,93.7,6,0.3
EM,2013,SE,T,MU,84.7,11.2,4.1
EM,2013,SE,T,FE,86.7,11.6,1.7
EM,2013,SE,T,ES,80.6,12.4,7
EM,2013,SE,R,TO,88.5,6.9,4.6
EM,2013,SE,R,PU,88.3,7,4.7
EM,2013,SE,R,PR,92.5,5.5,2
EM,2013,SE,R,MU,82.3,11.1,6.6
EM,2013,SE,R,FE,84.5,14.3,1.2
EM,2013,SE,R,ES,88.8,6.3,4.9
EM,2013,SE,U,TO,82.5,11.5,6
EM,2013,SE,U,PU,80.6,12.5,6.9
EM,2013,SE,U,PR,93.7,6,0.3
EM,2013,SE,U,MU,84.8,11.2,4
EM,2013,SE,U,FE,87,11.3,1.7
EM,2013,SE,U,ES,80.4,12.6,7
EM,2013,S,T,TO,78.7,13.8,7.5
EM,2013,S,T,PU,76.4,15.1,8.5
EM,2013,S,T,PR,94.6,5.1,0.3
EM,2013,S,T,MU,67,19.2,13.8
EM,2013,S,T,FE,85.9,12.2,1.9
EM,2013,S,T,ES,76.3,15.1,8.6
EM,2013,S,R,TO,84.9,9.2,5.9
EM,2013,S,R,PU,84.7,9.3,6
EM,2013,S,R,PR,93.1,6.4,0.5
EM,2013,S,R,MU,85.9,8,6.1
EM,2013,S,R,FE,85.3,11.2,3.5
EM,2013,S,R,ES,84.6,9.2,6.2
EM,2013,S,U,TO,78.5,14,7.5
EM,2013,S,U,PU,76.1,15.3,8.6
EM,2013,S,U,PR,94.6,5.1,0.3
EM,2013,S,U,MU,64.9,20.4,14.7
EM,2013,S,U,FE,86.1,12.4,1.5
EM,2013,S,U,ES,76,15.3,8.7
EM,2013,CO,T,TO,77.6,14,8.4
EM,2013,CO,T,PU,74.8,15.5,9.7
EM,2013,CO,T,PR,94.3,5.2,0.5
EM,2013,CO,T,MU,83.5,12.3,4.2
EM,2013,CO,T,FE,83.6,14.3,2.1
EM,2013,CO,T,ES,74.6,15.5,9.9
EM,2013,CO,R,TO,78.9,11.8,9.3
EM,2013,CO,R,PU,78.2,12.2,9.6
EM,2013,CO,R,PR,96.5,2.7,0.8
EM,2013,CO,R,MU,85.4,7.3,7.3
EM,2013,CO,R,FE,80.2,16.3,3.5
EM,2013,CO,R,ES,77.8,11.7,10.5
EM,2013,CO,U,TO,77.6,14.1,8.3
EM,2013,CO,U,PU,74.6,15.6,9.8
EM,2013,CO,U,PR,94.3,5.2,0.5
EM,2013,CO,U,MU,81.9,16.3,1.8
