serie,ano,regiao,tipo_localizacao,tipo_escola,percentual_aprovacao,percentual_reprovacao,percentual_abandono
EM,2013,CO,U,FE,84.7,13.6,1.7
EM,2013,CO,U,ES,74.5,15.7,9.8
EF1,2011,N,T,TO,87,9.7,3.3
EF1,2011,N,T,PU,86.2,10.3,3.5
EF1,2011,N,T,PR,97.7,1.9,0.4
EF1,2011,N,T,MU,85.2,10.9,3.9
EF1,2011,N,T,FE,97.4,2.6,0
EF1,2011,N,T,ES,89.6,8,2.4
EF1,2011,N,R,TO,82.3,12.3,5.4
EF1,2011,N,R,PU,82.3,12.3,5.4
EF1,2011,N,R,PR,91.8,7.2,1
EF1,2011,N,R,MU,82.2,12.3,5.5
EF1,2011,N,R,FE,,,
EF1,2011,N,R,ES,83.4,11.9,4.7
EF1,2011,N,U,TO,89.3,8.4,2.3
EF1,2011,N,U,PU,88.4,9.1,2.5
EF1,2011,N,U,PR,97.8,1.8,0.4
EF1,2011,N,U,MU,87.4,9.9,2.7
EF1,2011,N,U,FE,97.4,2.6,0
EF1,2011,N,U,ES,90.7,7.4,1.9
EF1,2011,NE,T,TO,87.5,9.9,2.6
EF1,2011,NE,T,PU,85.8,11.2,3
EF1,2011,NE,T,PR,97,2.5,0.5
EF1,2011,NE,T,MU,86,11.1,2.9
EF1,2011,NE,T,FE,91.7,2.2,6.1
EF1,2011,NE,T,ES,83.5,12.4,4.1
EF1,2011,NE,R,TO,85.8,11.3,2.9
EF1,2011,NE,R,PU,85.8,11.4,2.8
EF1,2011,NE,R,PR,94.1,5.2,0.7
EF1,2011,NE,R,MU,85.9,11.3,2.8
EF1,2011,NE,R,FE,95.2,4.8,0
EF1,2011,NE,R,ES,81.2,13.4,5.4
EF1,2011,NE,U,TO,88.3,9.2,2.5
EF1,2011,NE,U,PU,85.9,11,3.1
EF1,2011,NE,U,PR,97.1,2.5,0.4
EF1,2011,NE,U,MU,86.1,10.9,3
EF1,2011,NE,U,FE,91.1,1.7,7.2
EF1,2011,NE,U,ES,83.8,12.3,3.9
EF1,2011,SE,T,TO,94.6,4.8,0.6
EF1,2011,SE,T,PU,94,5.4,0.6
EF1,2011,SE,T,PR,98,1.9,0.1
EF1,2011,SE,T,MU,92.9,6.5,0.6
EF1,2011,SE,T,FE,94.2,5.5,0.3
EF1,2011,SE,T,ES,97.3,2.2,0.5
EF1,2011,SE,R,TO,92.1,7.2,0.7
EF1,2011,SE,R,PU,92.1,7.2,0.7
EF1,2011,SE,R,PR,95.8,4,0.2
EF1,2011,SE,R,MU,91.5,7.8,0.7
EF1,2011,SE,R,FE,,,
EF1,2011,SE,R,ES,96.6,2.7,0.7
EF1,2011,SE,U,TO,94.8,4.7,0.5
EF1,2011,SE,U,PU,94.1,5.2,0.7
EF1,2011,SE,U,PR,98,1.9,0.1
EF1,2011,SE,U,MU,93,6.4,0.6
EF1,2011,SE,U,FE,94.2,5.5,0.3
EF1,2011,SE,U,ES,97.3,2.2,0.5
EF1,2011,S,T,TO,93.8,5.9,0.3
EF1,2011,S,T,PU,93.2,6.4,0.4
EF1,2011,S,T,PR,98.4,1.6,0
EF1,2011,S,T,MU,93.3,6.4,0.3
EF1,2011,S,T,FE,97.3,2.2,0.5
EF1,2011,S,T,ES,92.9,6.5,0.6
EF1,2011,S,R,TO,93.3,6.3,0.4
EF1,2011,S,R,PU,93.3,6.3,0.4
EF1,2011,S,R,PR,91.7,7.8,0.5
EF1,2011,S,R,MU,93.4,6.3,0.3
EF1,2011,S,R,FE,,,
EF1,2011,S,R,ES,92.6,6.3,1.1
EF1,2011,S,U,TO,93.8,5.8,0.4
EF1,2011,S,U,PU,93.2,6.4,0.4
EF1,2011,S,U,PR,98.4,1.5,0.1
EF1,2011,S,U,MU,93.3,6.4,0.3
EF1,2011,S,U,FE,97.3,2.2,0.5
EF1,2011,S,U,ES,93,6.5,0.5
EF1,2011,CO,T,TO,92.8,6.4,0.8
EF1,2011,CO,T,PU,91.7,7.3,1
EF1,2011,CO,T,PR,98.6,1.3,0.1
EF1,2011,CO,T,MU,91.6,7.2,1.2
EF1,2011,CO,T,FE,95.4,4.6,0
EF1,2011,CO,T,ES,91.8,7.5,0.7
EF1,2011,CO,R,TO,89.9,8.4,1.7
EF1,2011,CO,R,PU,89.9,8.4,1.7
EF1,2011,CO,R,PR,92.3,7.1,0.6
EF1,2011,CO,R,MU,89.1,8.9,2
EF1,2011,CO,R,FE,,,
EF1,2011,CO,R,ES,92.3,6.9,0.8
EF1,2011,CO,U,TO,93,6.2,0.8
EF1,2011,CO,U,PU,91.9,7.2,0.9
EF1,2011,CO,U,PR,98.6,1.2,0.2
EF1,2011,CO,U,MU,92,7,1
EF1,2011,CO,U,FE,95.4,4.6,0
EF1,2011,CO,U,ES,91.8,7.6,0.6
EF2,2011,N,T,TO,81.7,11.9,6.4
EF2,2011,N,T,PU,80.7,12.4,6.9
EF2,2011,N,T,PR,94.9,4.8,0.3
EF2,2011,N,T,MU,81.1,11,7.9
EF2,2011,N,T,FE,87.7,12.1,0.2
EF2,2011,N,T,ES,80.4,13.8,5.8
EF2,2011,N,R,TO,81.9,9.4,8.7
EF2,2011,N,R,PU,81.9,9.4,8.7
EF2,2011,N,R,PR,93.7,4.8,1.5
EF2,2011,N,R,MU,82.1,9,8.9
EF2,2011,N,R,FE,,,
EF2,2011,N,R,ES,81.2,11,7.8
EF2,2011,N,U,TO,81.6,12.7,5.7
EF2,2011,N,U,PU,80.4,13.4,6.2
EF2,2011,N,U,PR,94.9,4.8,0.3
EF2,2011,N,U,MU,80.4,12.3,7.3
EF2,2011,N,U,FE,87.7,12.1,0.2
EF2,2011,N,U,ES,80.3,14.1,5.6
EF2,2011,NE,T,TO,77.7,15.3,7
EF2,2011,NE,T,PU,75.7,16.5,7.8
EF2,2011,NE,T,PR,93.3,6.2,0.5
EF2,2011,NE,T,MU,77,15.3,7.7
EF2,2011,NE,T,FE,91.9,8.1,0
EF2,2011,NE,T,ES,72.9,19,8.1
EF2,2011,NE,R,TO,79.5,13.1,7.4
EF2,2011,NE,R,PU,79.5,13.2,7.3
EF2,2011,NE,R,PR,92.4,7.3,0.3
EF2,2011,NE,R,MU,79.6,13.1,7.3
EF2,2011,NE,R,FE,98,2,0
EF2,2011,NE,R,ES,77.4,14.2,8.4
EF2,2011,NE,U,TO,77.2,15.9,6.9
EF2,2011,NE,U,PU,74.5,17.5,8
EF2,2011,NE,U,PR,93.3,6.2,0.5
EF2,2011,NE,U,MU,75.7,16.3,8
EF2,2011,NE,U,FE,91.7,8.3,0
EF2,2011,NE,U,ES,72.7,19.3,8
EF2,2011,SE,T,TO,87.6,10,2.4
EF2,2011,SE,T,PU,86.4,10.8,2.8
EF2,2011,SE,T,PR,94.7,5.2,0.1
EF2,2011,SE,T,MU,86.1,11.7,2.2
EF2,2011,SE,T,FE,88.4,11.5,0.1
EF2,2011,SE,T,ES,86.6,10.4,3
EF2,2011,SE,R,TO,86.8,10.4,2.8
EF2,2011,SE,R,PU,86.6,10.5,2.9
EF2,2011,SE,R,PR,92.2,6.6,1.2
EF2,2011,SE,R,MU,85.2,12.1,2.7
EF2,2011,SE,R,FE,,,
EF2,2011,SE,R,ES,88.5,8.4,3.1
EF2,2011,SE,U,TO,87.6,10,2.4
EF2,2011,SE,U,PU,86.4,10.8,2.8
EF2,2011,SE,U,PR,94.7,5.1,0.2
EF2,2011,SE,U,MU,86.1,11.6,2.3
EF2,2011,SE,U,FE,88.4,11.5,0.1
EF2,2011,SE,U,ES,86.6,10.4,3
EF2,2011,S,T,TO,83.5,14,2.5
EF2,2011,S,T,PU,82.2,15,2.8
EF2,2011,S,T,PR,95.6,4.3,0.1
EF2,2011,S,T,MU,83.5,14.5,2
EF2,2011,S,T,FE,91.8,8.2,0
EF2,2011,S,T,ES,81.6,15.2,3.2
EF2,2011,S,R,TO,85.9,11.5,2.6
EF2,2011,S,R,PU,85.9,11.5,2.6
EF2,2011,S,R,PR,88.7,10.9,0.4
EF2,2011,S,R,MU,85.1,12.8,2.1
EF2,2011,S,R,FE,,,
EF2,2011,S,R,ES,86.5,10.6,2.9
EF2,2011,S,U,TO,83.3,14.2,2.5
EF2,2011,S,U,PU,81.8,15.3,2.9
EF2,2011,S,U,PR,95.6,4.3,0.1
EF2,2011,S,U,MU,83.3,14.7,2
EF2,2011,S,U,FE,91.8,8.2,0
EF2,2011,S,U,ES,81.3,15.5,3.2
EF2,2011,CO,T,TO,85.3,11.2,3.5
EF2,2011,CO,T,PU,83.6,12.3,4.1
EF2,2011,CO,T,PR,95.1,4.7,0.2
EF2,2011,CO,T,MU,85.1,10.4,4.5
EF2,2011,CO,T,FE,93.4,6.5,0.1
EF2,2011,CO,T,ES,82.9,13.2,3.9
EF2,2011,CO,R,TO,86,9.4,4.6
EF2,2011,CO,R,PU,85.8,9.5,4.7
EF2,2011,CO,R,PR,96.3,3.2,0.5
EF2,2011,CO,R,MU,86,9,5
EF2,2011,CO,R,FE,,,
EF2,2011,CO,R,ES,85.6,10.4,4
EF2,2011,CO,U,TO,85.2,11.4,3.4
EF2,2011,CO,U,PU,83.4,12.6,4
EF2,2011,CO,U,PR,95.1,4.7,0.2
EF2,2011,CO,U,MU,85,10.7,4.3
EF2,2011,CO,U,FE,93.4,6.5,0.1
EF2,2011,CO,U,ES,82.8,13.4,3.8
EM,2011,N,T,TO,75.4,10.7,13.9
EM,2011,N,T,PU,73.9,11.1,15
EM,2011,N,T,PR,93.6,5.8,0.6
EM,2011,N,T,MU,68.7,19.9,11.4
EM,2011,N,T,FE,82.1,14.3,3.6
EM,2011,N,T,ES,73.8,11,15.2
EM,2011,N,R,TO,79.3,6.9,13.8
EM,2011,N,R,PU,78.9,7,14.1
EM,2011,N,R,PR,92.3,3.8,3.9
EM,2011,N,R,MU,83.6,2.2,14.2
EM,2011,N,R,FE,87.1,10.3,2.6
EM,2011,N,R,ES,78.6,7,14.4
EM,2011,N,U,TO,75,11.1,13.9
EM,2011,N,U,PU,73.4,11.5,15.1
EM,2011,N,U,PR,93.7,5.9,0.4
EM,2011,N,U,MU,32.9,62.5,4.6
EM,2011,N,U,FE,81.3,14.9,3.8
EM,2011,N,U,ES,73.3,11.5,15.2
EM,2011,NE,T,TO,76.3,10.4,13.3
EM,2011,NE,T,PU,74.3,10.9,14.8
EM,2011,NE,T,PR,92.9,6.3,0.8
EM,2011,NE,T,MU,77.4,6,16.6
EM,2011,NE,T,FE,80.6,15.4,4
EM,2011,NE,T,ES,74.2,10.9,14.9
EM,2011,NE,R,TO,78.3,7.8,13.9
EM,2011,NE,R,PU,78.1,7.9,14
EM,2011,NE,R,PR,91.8,7.1,1.1
EM,2011,NE,R,MU,79.4,5.9,14.7
EM,2011,NE,R,FE,86,10.8,3.2
EM,2011,NE,R,ES,77.5,7.9,14.6
EM,2011,NE,U,TO,76.2,10.6,13.2
EM,2011,NE,U,PU,74.1,11.1,14.8
EM,2011,NE,U,PR,92.9,6.3,0.8
EM,2011,NE,U,MU,76.4,6.1,17.5
EM,2011,NE,U,FE,79.4,16.4,4.2
EM,2011,NE,U,ES,74,11.1,14.9
EM,2011,SE,T,TO,78.7,14.5,6.8
EM,2011,SE,T,PU,76.5,15.8,7.7
EM,2011,SE,T,PR,93.5,6.2,0.3
EM,2011,SE,T,MU,83.1,12.9,4
EM,2011,SE,T,FE,86.4,12.4,1.2
EM,2011,SE,T,ES,76.3,15.9,7.8
EM,2011,SE,R,TO,85.1,9.1,5.8
EM,2011,SE,R,PU,84.7,9.3,6
EM,2011,SE,R,PR,93.2,4.9,1.9
EM,2011,SE,R,MU,83.4,11.7,4.9
EM,2011,SE,R,FE,83.7,14.3,2
EM,2011,SE,R,ES,84.8,8.8,6.4
EM,2011,SE,U,TO,78.6,14.6,6.8
EM,2011,SE,U,PU,76.4,15.9,7.7
EM,2011,SE,U,PR,93.5,6.2,0.3
EM,2011,SE,U,MU,83.1,12.9,4
EM,2011,SE,U,FE,86.9,12.1,1
EM,2011,SE,U,ES,76.2,16,7.8
EM,2011,S,T,TO,77.7,14.4,7.9
EM,2011,S,T,PU,75.5,15.6,8.9
EM,2011,S,T,PR,94.1,5.5,0.4
EM,2011,S,T,MU,68.5,15.8,15.7
EM,2011,S,T,FE,84.5,13.2,2.3
EM,2011,S,T,ES,75.4,15.7,8.9
EM,2011,S,R,TO,85.4,9.1,5.5
EM,2011,S,R,PU,85.2,9.1,5.7
EM,2011,S,R,PR,92.7,7.2,0.1
EM,2011,S,R,MU,86.1,7.9,6
EM,2011,S,R,FE,87.3,10.3,2.4
EM,2011,S,R,ES,85,9.1,5.9
EM,2011,S,U,TO,77.4,14.6,8
EM,2011,S,U,PU,75.1,15.9,9
EM,2011,S,U,PR,94.1,5.5,0.4
EM,2011,S,U,MU,66.4,16.7,16.9
EM,2011,S,U,FE,84,13.7,2.3
EM,2011,S,U,ES,75,15.9,9.1
EM,2011,CO,T,TO,75.6,15.8,8.6
EM,2011,CO,T,PU,72.6,17.4,10
EM,2011,CO,T,PR,93.3,6.2,0.5
EM,2011,CO,T,MU,87.5,7.6,4.9
EM,2011,CO,T,FE,83.8,13.8,2.4
EM,2011,CO,T,ES,72.4,17.5,10.1
EM,2011,CO,R,TO,79.3,10.5,10.2
EM,2011,CO,R,PU,78.7,10.8,10.5
EM,2011,CO,R,PR,94.3,4.6,1.1
EM,2011,CO,R,MU,91.5,2,6.5
EM,2011,CO,R,FE,81.1,16.8,2.1
EM,2011,CO,R,ES,78.4,10.5,11.1
EM,2011,CO,U,TO,75.4,16,8.6
EM,2011,CO,U,PU,72.3,17.7,10
EM,2011,CO,U,PR,93.3,6.2,0.5
EM,2011,CO,U,MU,82.8,14.1,3.1
EM,2011,CO,U,FE,84.5,13.1,2.4
EM,2011,CO,U,ES,72.1,17.8,10.1
EF1,2009,N,R,ES,77,16.3,6.7
EF1,2009,N,R,FE,,,
EF1,2009,N,R,MU,72.5,19.6,7.9
EF1,2009,N,R,PR,81.3,15.3,3.4
EF1,2009,N,R,PU,72.9,19.3,7.8
EF1,2009,N,R,TO,72.9,19.3,7.8
EF1,2009,N,T,ES,85.7,10.4,3.9
EF1,2009,N,T,FE,96.6,3.3,0.1
EF1,2009,N,T,MU,78.3,16.2,5.5
EF1,2009,N,T,PR,97.1,2.3,0.6
EF1,2009,N,T,PU,80.1,14.8,5.1
EF1,2009,N,T,TO,81,14.1,4.9
EF1,2009,N,U,ES,87.1,9.4,3.5
EF1,2009,N,U,FE,96.6,3.3,0.1
EF1,2009,N,U,MU,82.7,13.5,3.8
EF1,2009,N,U,PR,97.3,2.1,0.6
EF1,2009,N,U,PU,84.2,12.2,3.6
EF1,2009,N,U,TO,85.3,11.3,3.4
EF1,2009,NE,R,ES,77.8,15.9,6.3
EF1,2009,NE,R,FE,100,0,0
EF1,2009,NE,R,MU,81,14.8,4.2
EF1,2009,NE,R,PR,89.7,8.7,1.6
EF1,2009,NE,R,PU,81,14.8,4.2
EF1,2009,NE,R,TO,81,14.8,4.2
EF1,2009,NE,T,ES,80.4,13.9,5.7
EF1,2009,NE,T,FE,98.6,1.4,0
EF1,2009,NE,T,MU,82,13.7,4.3
EF1,2009,NE,T,PR,96.7,2.7,0.6
EF1,2009,NE,T,PU,81.9,13.8,4.3
EF1,2009,NE,T,TO,83.6,12.4,4
EF1,2009,NE,U,ES,80.7,13.7,5.6
EF1,2009,NE,U,FE,97.8,2.2,0
EF1,2009,NE,U,MU,82.7,13,4.3
EF1,2009,NE,U,PR,96.8,2.7,0.5
EF1,2009,NE,U,PU,82.5,13.1,4.4
EF1,2009,NE,U,TO,85,11.2,3.8
EF1,2009,SE,R,ES,94.8,4,1.2
EF1,2009,SE,R,FE,,,
EF1,2009,SE,R,MU,87.6,11.2,1.2
EF1,2009,SE,R,PR,94.9,4.4,0.7
EF1,2009,SE,R,PU,88.6,10.3,1.1
EF1,2009,SE,R,TO,88.6,10.2,1.2
EF1,2009,SE,T,ES,95.8,3.4,0.8
EF1,2009,SE,T,FE,95.6,4.3,0.1
EF1,2009,SE,T,MU,91.1,8.1,0.8
EF1,2009,SE,T,PR,98.1,1.8,0.1
EF1,2009,SE,T,PU,92.4,6.7,0.9
EF1,2009,SE,T,TO,93.2,6.1,0.7
EF1,2009,SE,U,ES,95.9,3.4,0.7
EF1,2009,SE,U,FE,95.6,4.3,0.1
EF1,2009,SE,U,MU,91.4,7.7,0.9
EF1,2009,SE,U,PR,98.1,1.8,0.1
EF1,2009,SE,U,PU,92.7,6.4,0.9
EF1,2009,SE,U,TO,93.5,5.8,0.7
EF1,2009,S,R,ES,89.6,9.4,1
EF1,2009,S,R,FE,,,
EF1,2009,S,R,MU,91.9,7.7,0.4
EF1,2009,S,R,PR,92.8,6.1,1.1
EF1,2009,S,R,PU,91.5,8,0.5
EF1,2009,S,R,TO,91.5,8,0.5
EF1,2009,S,T,ES,90.9,8.6,0.5
EF1,2009,S,T,FE,98.2,1.8,0
EF1,2009,S,T,MU,92.2,7.3,0.5
EF1,2009,S,T,PR,98.2,1.6,0.2
EF1,2009,S,T,PU,91.9,7.7,0.4
EF1,2009,S,T,TO,92.5,7.1,0.4
EF1,2009,S,U,ES,91,8.5,0.5
EF1,2009,S,U,FE,98.2,1.8,0
EF1,2009,S,U,MU,92.3,7.3,0.4
EF1,2009,S,U,PR,98.2,1.6,0.2
EF1,2009,S,U,PU,91.9,7.6,0.5
EF1,2009,S,U,TO,92.6,7,0.4
EF1,2009,CO,R,ES,90.6,7.6,1.8
EF1,2009,CO,R,FE,,,
EF1,2009,CO,R,MU,86.4,10.7,2.9
EF1,2009,CO,R,PR,90.2,8.9,0.9
EF1,2009,CO,R,PU,87.5,9.9,2.6
EF1,2009,CO,R,TO,87.5,9.9,2.6
EF1,2009,CO,T,ES,91,7.7,1.3
EF1,2009,CO,T,FE,86.9,13.1,0
EF1,2009,CO,T,MU,89,9.1,1.9
EF1,2009,CO,T,PR,98.3,1.5,0.2
EF1,2009,CO,T,PU,89.7,8.6,1.7
EF1,2009,CO,T,TO,90.9,7.6,1.5
EF1,2009,CO,U,ES,91.1,7.7,1.2
EF1,2009,CO,U,FE,86.9,13.1,0
EF1,2009,CO,U,MU,89.4,8.9,1.7
EF1,2009,CO,U,PR,98.3,1.4,0.3
EF1,2009,CO,U,PU,90,8.4,1.6
EF1,2009,CO,U,TO,91.3,7.4,1.3
EF2,2009,N,R,ES,82.4,9,8.6
EF2,2009,N,R,FE,,,
EF2,2009,N,R,MU,79.8,9.1,11.1
EF2,2009,N,R,PR,91.3,6.6,2.1
EF2,2009,N,R,PU,80.3,9.1,10.6
EF2,2009,N,R,TO,80.4,9,10.6
EF2,2009,N,T,ES,77.9,14.6,7.5
EF2,2009,N,T,FE,91.3,8.5,0.2
EF2,2009,N,T,MU,78.5,11.8,9.7
EF2,2009,N,T,PR,95.1,4.6,0.3
EF2,2009,N,T,PU,78.2,13.3,8.5
EF2,2009,N,T,TO,79.2,12.8,8
EF2,2009,N,U,ES,77.5,15.1,7.4
EF2,2009,N,U,FE,91.3,8.5,0.2
EF2,2009,N,U,MU,77.7,13.4,8.9
EF2,2009,N,U,PR,95.1,4.5,0.4
EF2,2009,N,U,PU,77.6,14.5,7.9
EF2,2009,N,U,TO,78.9,13.7,7.4
EF2,2009,NE,R,ES,75,15.6,9.4
EF2,2009,NE,R,FE,86,14,0
EF2,2009,NE,R,MU,78.1,13.4,8.5
EF2,2009,NE,R,PR,90.1,9.1,0.8
EF2,2009,NE,R,PU,77.9,13.5,8.6
EF2,2009,NE,R,TO,77.9,13.5,8.6
EF2,2009,NE,T,ES,70.7,18.9,10.4
EF2,2009,NE,T,FE,91,8.8,0.2
EF2,2009,NE,T,MU,75,15.4,9.6
EF2,2009,NE,T,PR,93.3,6.2,0.5
EF2,2009,NE,T,PU,73.5,16.6,9.9
EF2,2009,NE,T,TO,75.5,15.6,8.9
EF2,2009,NE,U,ES,70.5,19,10.5
EF2,2009,NE,U,FE,91,8.7,0.3
EF2,2009,NE,U,MU,73.5,16.4,10.1
EF2,2009,NE,U,PR,93.3,6.2,0.5
EF2,2009,NE,U,PU,72.2,17.5,10.3
EF2,2009,NE,U,TO,74.8,16.1,9.1
EF2,2009,SE,R,ES,85.5,11,3.5
EF2,2009,SE,R,FE,,,
EF2,2009,SE,R,MU,83.1,13.3,3.6
EF2,2009,SE,R,PR,89.9,8.3,1.8
EF2,2009,SE,R,PU,84.1,12.3,3.6
EF2,2009,SE,R,TO,84.2,12.2,3.6
EF2,2009,SE,T,ES,84.9,11.7,3.4
EF2,2009,SE,T,FE,87,12.8,0.2
