serie,ano,regiao,tipo_localizacao,tipo_escola,percentual_aprovacao,percentual_reprovacao,percentual_abandono
EF2,2009,SE,T,MU,82.3,14.8,2.9
EF2,2009,SE,T,PR,95,4.8,0.2
EF2,2009,SE,T,PU,84.1,12.7,3.2
EF2,2009,SE,T,TO,85.5,11.7,2.8
EF2,2009,SE,U,ES,84.9,11.7,3.4
EF2,2009,SE,U,FE,87,12.8,0.2
EF2,2009,SE,U,MU,82.3,14.9,2.8
EF2,2009,SE,U,PR,95,4.8,0.2
EF2,2009,SE,U,PU,84.1,12.8,3.1
EF2,2009,SE,U,TO,85.5,11.7,2.8
EF2,2009,S,R,ES,85.9,11.3,2.8
EF2,2009,S,R,FE,,,
EF2,2009,S,R,MU,83.9,14,2.1
EF2,2009,S,R,PR,95.1,4.7,0.2
EF2,2009,S,R,PU,85,12.5,2.5
EF2,2009,S,R,TO,85.1,12.4,2.5
EF2,2009,S,T,ES,80.6,15.9,3.5
EF2,2009,S,T,FE,89.9,10.1,0
EF2,2009,S,T,MU,82.1,15.7,2.2
EF2,2009,S,T,PR,95.7,4.1,0.2
EF2,2009,S,T,PU,81,15.8,3.2
EF2,2009,S,T,TO,82.2,14.8,3
EF2,2009,S,U,ES,80.2,16.2,3.6
EF2,2009,S,U,FE,89.9,10.1,0
EF2,2009,S,U,MU,81.8,16,2.2
EF2,2009,S,U,PR,95.8,4.1,0.1
EF2,2009,S,U,PU,80.6,16.2,3.2
EF2,2009,S,U,TO,82,15.1,2.9
EF2,2009,CO,R,ES,84.4,10.2,5.4
EF2,2009,CO,R,FE,,,
EF2,2009,CO,R,MU,83.8,10.5,5.7
EF2,2009,CO,R,PR,96,3.4,0.6
EF2,2009,CO,R,PU,84,10.4,5.6
EF2,2009,CO,R,TO,84.2,10.2,5.6
EF2,2009,CO,T,ES,80.8,13.2,6
EF2,2009,CO,T,FE,93.2,6.8,0
EF2,2009,CO,T,MU,83.2,11.7,5.1
EF2,2009,CO,T,PR,94.6,5.1,0.3
EF2,2009,CO,T,PU,81.6,12.7,5.7
EF2,2009,CO,T,TO,83.3,11.7,5
EF2,2009,CO,U,ES,80.6,13.3,6.1
EF2,2009,CO,U,FE,93.2,6.8,0
EF2,2009,CO,U,MU,83,12,5
EF2,2009,CO,U,PR,94.6,5.2,0.2
EF2,2009,CO,U,PU,81.3,12.9,5.8
EF2,2009,CO,U,TO,83.2,11.8,5
EM,2009,N,R,ES,78.8,5.1,16.1
EM,2009,N,R,FE,86.1,11.8,2.1
EM,2009,N,R,MU,80.3,1.5,18.2
EM,2009,N,R,PR,95.8,2.1,2.1
EM,2009,N,R,PU,79,5.2,15.8
EM,2009,N,R,TO,79.7,5.1,15.2
EM,2009,N,T,ES,71.5,10.9,17.6
EM,2009,N,T,FE,84.9,11.6,3.5
EM,2009,N,T,MU,70.1,12.9,17
EM,2009,N,T,PR,94,5.4,0.6
EM,2009,N,T,PU,71.6,10.9,17.5
EM,2009,N,T,TO,73,10.6,16.4
EM,2009,N,U,ES,71,11.3,17.7
EM,2009,N,U,FE,84.8,11.5,3.7
EM,2009,N,U,MU,58.1,26.2,15.7
EM,2009,N,U,PR,93.9,5.6,0.5
EM,2009,N,U,PU,71.2,11.3,17.5
EM,2009,N,U,TO,72.6,10.9,16.5
EM,2009,NE,R,ES,76.9,6.6,16.5
EM,2009,NE,R,FE,84.8,11.5,3.7
EM,2009,NE,R,MU,81.6,5.4,13
EM,2009,NE,R,PR,92.2,6.2,1.6
EM,2009,NE,R,PU,77.8,6.7,15.5
EM,2009,NE,R,TO,78.1,6.7,15.2
EM,2009,NE,T,ES,72.1,9.7,18.2
EM,2009,NE,T,FE,83.4,13.5,3.1
EM,2009,NE,T,MU,78.5,5.7,15.8
EM,2009,NE,T,PR,92.4,6.6,1
EM,2009,NE,T,PU,72.4,9.6,18
EM,2009,NE,T,TO,74.3,9.3,16.4
EM,2009,NE,U,ES,71.8,9.8,18.4
EM,2009,NE,U,FE,83.1,13.9,3
EM,2009,NE,U,MU,77.4,5.8,16.8
EM,2009,NE,U,PR,92.4,6.6,1
EM,2009,NE,U,PU,72.1,9.8,18.1
EM,2009,NE,U,TO,74.1,9.5,16.4
EM,2009,SE,R,ES,83.3,8.9,7.8
EM,2009,SE,R,FE,86.8,11.9,1.3
EM,2009,SE,R,MU,80.9,10.5,8.6
EM,2009,SE,R,PR,93.4,4.8,1.8
EM,2009,SE,R,PU,83.4,9.1,7.5
EM,2009,SE,R,TO,83.9,8.9,7.2
EM,2009,SE,T,ES,75.3,16.2,8.5
EM,2009,SE,T,FE,86.1,12.9,1
EM,2009,SE,T,MU,81.5,13.8,4.7
EM,2009,SE,T,PR,93.5,6.2,0.3
EM,2009,SE,T,PU,75.5,16.1,8.4
EM,2009,SE,T,TO,77.8,14.8,7.4
EM,2009,SE,U,ES,75.1,16.3,8.6
EM,2009,SE,U,FE,86.1,13.1,0.8
EM,2009,SE,U,MU,81.6,13.9,4.5
EM,2009,SE,U,PR,93.5,6.2,0.3
EM,2009,SE,U,PU,75.3,16.3,8.4
EM,2009,SE,U,TO,77.7,14.9,7.4
EM,2009,S,R,ES,84.2,8,7.8
EM,2009,S,R,FE,87.9,8.8,3.3
EM,2009,S,R,MU,83.9,7.2,8.9
EM,2009,S,R,PR,93.1,5.6,1.3
EM,2009,S,R,PU,84.4,8.1,7.5
EM,2009,S,R,TO,84.7,8,7.3
EM,2009,S,T,ES,74.3,15.3,10.4
EM,2009,S,T,FE,86.4,11.3,2.3
EM,2009,S,T,MU,68.2,13.7,18.1
EM,2009,S,T,PR,94.3,5.3,0.4
EM,2009,S,T,PU,74.4,15.2,10.4
EM,2009,S,T,TO,76.7,14.1,9.2
EM,2009,S,U,ES,74,15.5,10.5
EM,2009,S,U,FE,86,12,2
EM,2009,S,U,MU,66.7,14.2,19.1
EM,2009,S,U,PR,94.3,5.3,0.4
EM,2009,S,U,PU,74.1,15.4,10.5
EM,2009,S,U,TO,76.5,14.3,9.2
EM,2009,CO,R,ES,80.6,7.9,11.5
EM,2009,CO,R,FE,82.2,12.6,5.2
EM,2009,CO,R,MU,75.5,13.4,11.1
EM,2009,CO,R,PR,96.3,2.6,1.1
EM,2009,CO,R,PU,80.6,8.4,11
EM,2009,CO,R,TO,81.3,8.2,10.5
EM,2009,CO,T,ES,70.9,15.1,14
EM,2009,CO,T,FE,86.7,10.9,2.4
EM,2009,CO,T,MU,80.9,13,6.1
EM,2009,CO,T,PR,92.6,6.8,0.6
EM,2009,CO,T,PU,71.1,15,13.9
EM,2009,CO,T,TO,74.1,13.9,12
EM,2009,CO,U,ES,70.6,15.3,14.1
EM,2009,CO,U,FE,88.6,10.2,1.2
EM,2009,CO,U,MU,86.2,12.6,1.2
EM,2009,CO,U,PR,92.5,6.8,0.7
EM,2009,CO,U,PU,70.7,15.3,14
EM,2009,CO,U,TO,73.8,14.1,12.1
EF1,2008,N,R,ES,74.3,18.5,7.2
EF1,2008,N,R,FE,,,
EF1,2008,N,R,MU,67.6,22.8,9.6
EF1,2008,N,R,PR,81.8,16.3,1.9
EF1,2008,N,R,PU,68.2,22.4,9.4
EF1,2008,N,R,TO,68.2,22.4,9.4
EF1,2008,N,T,ES,82.7,13,4.3
EF1,2008,N,T,FE,95,4.7,0.3
EF1,2008,N,T,MU,75,18.1,6.9
EF1,2008,N,T,PR,97.3,2.2,0.5
EF1,2008,N,T,PU,76.9,16.8,6.3
EF1,2008,N,T,TO,78,16,6
EF1,2008,N,U,ES,84,12.1,3.9
EF1,2008,N,U,FE,95,4.7,0.3
EF1,2008,N,U,MU,80.8,14.4,4.8
EF1,2008,N,U,PR,97.6,1.9,0.5
EF1,2008,N,U,PU,81.9,13.6,4.5
EF1,2008,N,U,TO,83.1,12.7,4.2
EF1,2008,NE,R,ES,76.2,16.4,7.4
EF1,2008,NE,R,FE,93.8,4.2,2
EF1,2008,NE,R,MU,77.7,16.9,5.4
EF1,2008,NE,R,PR,87.6,10.9,1.5
EF1,2008,NE,R,PU,77.6,16.9,5.5
EF1,2008,NE,R,TO,77.7,16.9,5.4
EF1,2008,NE,T,ES,78.6,14.8,6.6
EF1,2008,NE,T,FE,95.7,3.7,0.6
EF1,2008,NE,T,MU,79.4,15.2,5.4
EF1,2008,NE,T,PR,96.6,2.8,0.6
EF1,2008,NE,T,PU,79.3,15.2,5.5
EF1,2008,NE,T,TO,81.1,13.9,5
EF1,2008,NE,U,ES,78.9,14.6,6.5
EF1,2008,NE,U,FE,96.4,3.6,0
EF1,2008,NE,U,MU,80.7,13.9,5.4
EF1,2008,NE,U,PR,96.7,2.7,0.6
EF1,2008,NE,U,PU,80.4,14,5.6
EF1,2008,NE,U,TO,83,12.3,4.7
EF1,2008,SE,R,ES,90.5,8.2,1.3
EF1,2008,SE,R,FE,,,
EF1,2008,SE,R,MU,86.3,12.2,1.5
EF1,2008,SE,R,PR,95.2,4.6,0.2
EF1,2008,SE,R,PU,86.9,11.6,1.5
EF1,2008,SE,R,TO,87,11.5,1.5
EF1,2008,SE,T,ES,94.3,4.8,0.9
EF1,2008,SE,T,FE,95.7,4.2,0.1
EF1,2008,SE,T,MU,90.7,8.3,1
EF1,2008,SE,T,PR,98.3,1.6,0.1
EF1,2008,SE,T,PU,91.8,7.2,1
EF1,2008,SE,T,TO,92.6,6.5,0.9
EF1,2008,SE,U,ES,94.5,4.7,0.8
EF1,2008,SE,U,FE,95.7,4.2,0.1
EF1,2008,SE,U,MU,91.1,7.8,1.1
EF1,2008,SE,U,PR,98.3,1.6,0.1
EF1,2008,SE,U,PU,92.2,6.8,1
EF1,2008,SE,U,TO,93.1,6.1,0.8
EF1,2008,S,R,ES,90.6,8.4,1
EF1,2008,S,R,FE,,,
EF1,2008,S,R,MU,91.9,7.6,0.5
EF1,2008,S,R,PR,93.8,5.7,0.5
EF1,2008,S,R,PU,91.6,7.8,0.6
EF1,2008,S,R,TO,91.6,7.8,0.6
EF1,2008,S,T,ES,91.5,7.8,0.7
EF1,2008,S,T,FE,97.3,2.5,0.2
EF1,2008,S,T,MU,91.8,7.7,0.5
EF1,2008,S,T,PR,98.4,1.5,0.1
EF1,2008,S,T,PU,91.8,7.7,0.5
EF1,2008,S,T,TO,92.3,7.2,0.5
EF1,2008,S,U,ES,91.6,7.8,0.6
EF1,2008,S,U,FE,97.3,2.5,0.2
EF1,2008,S,U,MU,91.8,7.7,0.5
EF1,2008,S,U,PR,98.4,1.5,0.1
EF1,2008,S,U,PU,91.8,7.7,0.5
EF1,2008,S,U,TO,92.4,7.1,0.5
EF1,2008,CO,R,ES,89.3,8.7,2
EF1,2008,CO,R,FE,,,
EF1,2008,CO,R,MU,84.6,11.6,3.8
EF1,2008,CO,R,PR,93.2,5.4,1.4
EF1,2008,CO,R,PU,85.8,10.9,3.3
EF1,2008,CO,R,TO,85.8,10.8,3.4
EF1,2008,CO,T,ES,90.7,7.6,1.7
EF1,2008,CO,T,FE,87.4,12.6,0
EF1,2008,CO,T,MU,88.1,9.5,2.4
EF1,2008,CO,T,PR,98.3,1.5,0.2
EF1,2008,CO,T,PU,89.1,8.8,2.1
EF1,2008,CO,T,TO,90.4,7.8,1.8
EF1,2008,CO,U,ES,90.8,7.5,1.7
EF1,2008,CO,U,FE,87.4,12.6,0
EF1,2008,CO,U,MU,88.7,9.2,2.1
EF1,2008,CO,U,PR,98.3,1.4,0.3
EF1,2008,CO,U,PU,89.5,8.5,2
EF1,2008,CO,U,TO,90.8,7.5,1.7
EF2,2008,N,R,ES,81.7,8.7,9.6
EF2,2008,N,R,FE,,,
EF2,2008,N,R,MU,78.2,9.4,12.4
EF2,2008,N,R,PR,90.4,7.3,2.3
EF2,2008,N,R,PU,78.9,9.2,11.9
EF2,2008,N,R,TO,79,9.2,11.8
EF2,2008,N,T,ES,76.4,15.4,8.2
EF2,2008,N,T,FE,89.1,10.8,0.1
EF2,2008,N,T,MU,76,12.4,11.6
EF2,2008,N,T,PR,95.4,4.3,0.3
EF2,2008,N,T,PU,76.3,14,9.7
EF2,2008,N,T,TO,77.4,13.5,9.1
EF2,2008,N,U,ES,76,16,8
EF2,2008,N,U,FE,89.1,10.8,0.1
EF2,2008,N,U,MU,74.7,14.2,11.1
EF2,2008,N,U,PR,95.5,4.2,0.3
EF2,2008,N,U,PU,75.6,15.3,9.1
EF2,2008,N,U,TO,76.9,14.6,8.5
EF2,2008,NE,R,ES,72,16.5,11.5
EF2,2008,NE,R,FE,93.3,6.7,0
EF2,2008,NE,R,MU,75.6,14.2,10.2
EF2,2008,NE,R,PR,90.7,7.3,2
EF2,2008,NE,R,PU,75.3,14.4,10.3
EF2,2008,NE,R,TO,75.4,14.3,10.3
EF2,2008,NE,T,ES,68.1,19.9,12
EF2,2008,NE,T,FE,90.8,9,0.2
EF2,2008,NE,T,MU,72.3,16.2,11.5
EF2,2008,NE,T,PR,92.7,6.7,0.6
EF2,2008,NE,T,PU,70.8,17.5,11.7
EF2,2008,NE,T,TO,72.8,16.5,10.7
EF2,2008,NE,U,ES,67.9,20,12.1
EF2,2008,NE,U,FE,90.7,9.1,0.2
EF2,2008,NE,U,MU,70.7,17.2,12.1
EF2,2008,NE,U,PR,92.8,6.7,0.5
EF2,2008,NE,U,PU,69.5,18.5,12
EF2,2008,NE,U,TO,72.2,17.1,10.7
EF2,2008,SE,R,ES,84,11.6,4.4
EF2,2008,SE,R,FE,,,
EF2,2008,SE,R,MU,82.2,13.8,4
EF2,2008,SE,R,PR,92.2,6.7,1.1
EF2,2008,SE,R,PU,83,12.9,4.1
EF2,2008,SE,R,TO,83.1,12.8,4.1
EF2,2008,SE,T,ES,83.7,12.5,3.8
EF2,2008,SE,T,FE,85.9,14,0.1
EF2,2008,SE,T,MU,83.8,12.9,3.3
EF2,2008,SE,T,PR,95.4,4.5,0.1
EF2,2008,SE,T,PU,83.7,12.6,3.7
EF2,2008,SE,T,TO,85.2,11.6,3.2
EF2,2008,SE,U,ES,83.7,12.5,3.8
EF2,2008,SE,U,FE,85.9,14,0.1
EF2,2008,SE,U,MU,83.9,12.8,3.3
EF2,2008,SE,U,PR,95.4,4.5,0.1
EF2,2008,SE,U,PU,83.8,12.6,3.6
EF2,2008,SE,U,TO,85.3,11.6,3.1
EF2,2008,S,R,ES,85,12.1,2.9
EF2,2008,S,R,FE,,,
EF2,2008,S,R,MU,84.7,13.3,2
EF2,2008,S,R,PR,93,6.9,0.1
EF2,2008,S,R,PU,84.8,12.6,2.6
EF2,2008,S,R,TO,84.9,12.6,2.5
EF2,2008,S,T,ES,79.1,17.1,3.8
EF2,2008,S,T,FE,90.6,9.4,0
EF2,2008,S,T,MU,81.9,15.9,2.2
EF2,2008,S,T,PR,95.8,4.1,0.1
EF2,2008,S,T,PU,79.9,16.8,3.3
EF2,2008,S,T,TO,81.2,15.7,3.1
EF2,2008,S,U,ES,78.7,17.5,3.8
EF2,2008,S,U,FE,90.6,9.4,0
EF2,2008,S,U,MU,81.4,16.4,2.2
EF2,2008,S,U,PR,95.8,4.1,0.1
EF2,2008,S,U,PU,79.4,17.2,3.4
EF2,2008,S,U,TO,80.8,16,3.2
EF2,2008,CO,R,ES,81.9,10.8,7.3
EF2,2008,CO,R,FE,,,
EF2,2008,CO,R,MU,82.1,10.9,7
EF2,2008,CO,R,PR,95.5,3.8,0.7
EF2,2008,CO,R,PU,82,10.8,7.2
EF2,2008,CO,R,TO,82.3,10.7,7
EF2,2008,CO,T,ES,78.9,13.5,7.6
EF2,2008,CO,T,FE,94.4,5.6,0
EF2,2008,CO,T,MU,81,12.5,6.5
EF2,2008,CO,T,PR,94.7,5,0.3
EF2,2008,CO,T,PU,79.6,13.2,7.2
EF2,2008,CO,T,TO,81.6,12.1,6.3
EF2,2008,CO,U,ES,78.8,13.6,7.6
EF2,2008,CO,U,FE,94.4,5.6,0
EF2,2008,CO,U,MU,80.8,12.8,6.4
EF2,2008,CO,U,PR,94.6,5,0.4
EF2,2008,CO,U,PU,79.4,13.4,7.2
EF2,2008,CO,U,TO,81.5,12.2,6.3
EM,2008,N,R,ES,78.8,5,16.2
EM,2008,N,R,FE,75.1,21.5,3.4
EM,2008,N,R,MU,80.7,4.4,14.9
EM,2008,N,R,PR,93.1,4.4,2.5
EM,2008,N,R,PU,78.7,5.5,15.8
EM,2008,N,R,TO,79.6,5.5,14.9
EM,2008,N,T,ES,70.8,10.5,18.7
EM,2008,N,T,FE,83.4,13.8,2.8
EM,2008,N,T,MU,73.4,10.4,16.2
EM,2008,N,T,PR,94.2,5.2,0.6
EM,2008,N,T,PU,70.9,10.6,18.5
EM,2008,N,T,TO,72.2,10.3,17.5
EM,2008,N,U,ES,70.5,10.8,18.7
EM,2008,N,U,FE,84.4,12.8,2.8
EM,2008,N,U,MU,49.3,30.1,20.6
EM,2008,N,U,PR,94.2,5.2,0.6
EM,2008,N,U,PU,70.6,10.8,18.6
EM,2008,N,U,TO,71.9,10.5,17.6
EM,2008,NE,R,ES,75.7,6.2,18.1
EM,2008,NE,R,FE,81.9,13.5,4.6
EM,2008,NE,R,MU,76.7,7.1,16.2
EM,2008,NE,R,PR,91.8,6.5,1.7
EM,2008,NE,R,PU,76.1,6.7,17.2
EM,2008,NE,R,TO,76.3,6.7,17
EM,2008,NE,T,ES,69.9,9.9,20.2
EM,2008,NE,T,FE,83.3,14.1,2.6
EM,2008,NE,T,MU,75.8,7.1,17.1
EM,2008,NE,T,PR,92.2,6.7,1.1
EM,2008,NE,T,PU,70.3,9.9,19.8
EM,2008,NE,T,TO,72.3,9.6,18.1
EM,2008,NE,U,ES,69.6,10.1,20.3
EM,2008,NE,U,FE,83.6,14.3,2.1
EM,2008,NE,U,MU,75.4,7.1,17.5
EM,2008,NE,U,PR,92.2,6.7,1.1
EM,2008,NE,U,PU,69.9,10,20.1
EM,2008,NE,U,TO,72.1,9.7,18.2
EM,2008,SE,R,ES,82.1,9.5,8.4
EM,2008,SE,R,FE,82,14.2,3.8
EM,2008,SE,R,MU,81.6,9.6,8.8
EM,2008,SE,R,PR,94.3,4.5,1.2
EM,2008,SE,R,PU,82.1,9.8,8.1
EM,2008,SE,R,TO,82.7,9.5,7.8
EM,2008,SE,T,ES,74.8,15.5,9.7
EM,2008,SE,T,FE,84.4,14,1.6
EM,2008,SE,T,MU,78.2,15.6,6.2
EM,2008,SE,T,PR,94,5.7,0.3
EM,2008,SE,T,PU,75,15.5,9.5
EM,2008,SE,T,TO,77.4,14.3,8.3
EM,2008,SE,U,ES,74.7,15.6,9.7
EM,2008,SE,U,FE,84.7,13.9,1.4
EM,2008,SE,U,MU,78.1,15.8,6.1
EM,2008,SE,U,PR,94,5.7,0.3
EM,2008,SE,U,PU,74.8,15.6,9.6
EM,2008,SE,U,TO,77.3,14.3,8.4
EM,2008,S,R,ES,83.7,8.6,7.7
EM,2008,S,R,FE,85.6,10.2,4.2
EM,2008,S,R,MU,78.3,12.4,9.3
EM,2008,S,R,PR,86.4,11.2,2.4
EM,2008,S,R,PU,83.7,8.8,7.5
EM,2008,S,R,TO,83.8,8.9,7.3
EM,2008,S,T,ES,73,15.2,11.8
EM,2008,S,T,FE,85.2,11.4,3.4
EM,2008,S,T,MU,65.8,14.7,19.5
EM,2008,S,T,PR,94.3,5.3,0.4
EM,2008,S,T,PU,73,15.1,11.9
EM,2008,S,T,TO,75.4,14,10.6
EM,2008,S,U,ES,72.6,15.4,12
EM,2008,S,U,FE,85,11.8,3.2
EM,2008,S,U,MU,64.7,14.9,20.4
EM,2008,S,U,PR,94.4,5.3,0.3
EM,2008,S,U,PU,72.7,15.3,12
EM,2008,S,U,TO,75.2,14.2,10.6
EM,2008,CO,R,ES,81.3,6.4,12.3
EM,2008,CO,R,FE,83.1,12.7,4.2
EM,2008,CO,R,MU,80.8,7.1,12.1
EM,2008,CO,R,PR,95.8,2.9,1.3
EM,2008,CO,R,PU,81.4,6.8,11.8
EM,2008,CO,R,TO,82,6.7,11.3
EM,2008,CO,T,ES,70.7,12.8,16.5
EM,2008,CO,T,FE,89.1,9.4,1.5
EM,2008,CO,T,MU,81.2,11.1,7.7
EM,2008,CO,T,PR,92.7,6.6,0.7
EM,2008,CO,T,PU,70.9,12.7,16.4
EM,2008,CO,T,TO,74.1,11.9,14
EM,2008,CO,U,ES,70.4,13,16.6
EM,2008,CO,U,FE,91.1,8.3,0.6
EM,2008,CO,U,MU,81.7,16.7,1.6
EM,2008,CO,U,PR,92.7,6.6,0.7
EM,2008,CO,U,PU,70.6,12.9,16.5
EM,2008,CO,U,TO,73.8,12,14.2